iter	Passed	Remaining
233	3953	29838
234	3969	29815
235	3985	29792
236	4002	29776
237	4019	29755
238	4033	29721
239	4047	29684
240	4062	29653
241	4075	29609
242	4092	29591
243	4106	29556
244	4122	29527
245	4136	29496
246	4152	29468
247	4170	29459
248	4185	29435
249	4203	29425
250	4220	29412
251	4235	29382
252	4251	29360
253	4279	29417
254	4296	29401
255	4311	29371
256	4326	29344
257	4343	29324
258	4359	29305
259	4375	29280
260	4391	29262
261	4407	29235
262	4424	29221
263	4440	29199
264	4456	29178
265	4471	29149
266	4486	29123
267	4503	29103
268	4520	29090
269	4537	29070
270	4553	29052
271	4571	29041
272	4589	29034
273	4604	29005
274	4620	28981
275	4636	28958
276	4652	28941
277	4669	28923
278	4685	28904
279	4702	28886
280	4717	28856
281	4732	28829
282	4748	28809
283	4763	28784
284	4778	28753
285	4793	28729
286	4811	28719
287	4829	28709
288	4844	28683
289	4859	28656
290	4876	28637
291	4891	28614
292	4906	28582
293	4920	28552
294	4935	28526
295	4950	28501
296	4964	28466
297	4978	28436
298	4992	28403
299	5008	28379
300	5023	28356
301	5039	28335
302	5055	28311
303	5069	28280
304	5083	28248
305	5097	28219
306	5112	28192
307	5126	28159
308	5141	28134
309	5153	28094
310	5168	28070
311	5183	28044
312	5198	28016
313	5213	27995
314	5228	27969
315	5245	27953
316	5260	27931
317	5276	27906
318	5290	27880
319	5305	27855
320	5321	27835
321	5336	27811
322	5351	27785
323	5365	27757
324	5381	27735
325	5396	27712
326	5411	27686
327	5426	27659
328	5441	27635
329	5456	27611
330	5471	27590
331	5486	27563
332	5499	27529
333	5513	27500
334	5526	27465
335	5540	27438
336	5553	27405
337	5567	27376
338	5605	27465
339	5633	27506
340	5650	27490
341	5664	27461
342	5678	27431
343	5692	27404
344	5706	27375
345	5722	27355
346	5737	27333
347	5754	27315
348	5769	27295
349	5785	27276
350	5801	27254
351	5821	27253
352	5837	27238
353	5856	27229
354	5872	27213
355	5888	27190
356	5903	27168
357	5920	27156
358	5936	27136
359	5953	27119
360	5969	27100
361	5984	27078
362	6000	27060
363	6018	27050
364	6034	27030
365	6049	27008
366	6066	26992
367	6082	26972
368	6099	26959
369	6114	26938
370	6129	26914
371	6144	26890
372	6158	26862
373	6173	26840
374	6188	26816
375	6203	26792
376	6219	26774
377	6234	26751
378	6249	26727
379	6261	26695
380	6276	26670
381	6292	26652
382	6322	26691
383	6340	26684
384	6354	26654
385	6368	26627
386	6381	26598
387	6395	26572
388	6411	26550
389	6425	26524
390	6439	26499
391	6454	26478
392	6468	26448
393	6482	26422
394	6498	26405
395	6514	26387
396	6530	26368
397	6545	26346
398	6561	26327
399	6576	26307
400	6592	26288
401	6608	26268
402	6624	26252
403	6641	26235
404	6655	26212
405	6671	26193
406	6687	26175
407	6702	26154
408	6719	26138
409	6734	26117
410	6749	26095
411	6764	26071
412	6777	26044
413	6793	26024
414	6807	25999
415	6823	25980
416	6838	25961
417	6854	25941
418	6869	25922
419	6899	25954
420	6917	25943
421	6933	25926
422	6947	25902
423	6964	25885
424	6980	25868
425	6996	25852
426	7011	25829
427	7024	25799
428	7039	25779
429	7054	25756
430	7070	25738
431	7085	25717
432	7100	25697
433	7114	25672
434	7130	25653
435	7144	25629
436	7160	25609
437	7174	25586
438	7189	25564
439	7202	25536
440	7217	25515
441	7232	25493
442	7247	25473
443	7262	25451
444	7277	25431
445	7295	25418
446	7311	25403
447	7325	25377
448	7340	25355
449	7355	25336
450	7370	25314
451	7384	25291
452	7400	25271
453	7414	25248
454	7430	25229
455	7444	25207
456	7458	25183
457	7472	25157
458	7485	25132
459	7499	25107
460	7513	25083
461	7528	25063
462	7542	25037
463	7555	25011
464	7569	24988
465	7585	24969
466	7599	24947
467	7613	24923
468	7626	24894
469	7639	24869
470	7652	24843
471	7666	24817
472	7680	24794
473	7695	24774
474	7709	24750
475	7724	24729
476	7737	24704
477	7751	24682
478	7765	24657
479	7782	24643
480	7796	24621
481	7809	24595
482	7822	24569
483	7837	24547
484	7851	24524
485	7864	24500
486	7879	24479
487	7893	24458
488	7906	24432
489	7922	24412
490	7936	24392
491	7949	24366
492	7963	24344
493	7977	24320
494	7992	24300
495	8008	24285
496	8024	24265
497	8037	24240
498	8050	24216
499	8065	24196
500	8080	24177
501	8095	24158
502	8110	24136
503	8124	24114
504	8138	24094
505	8154	24075
506	8167	24051
507	8181	24029
508	8196	24010
509	8212	23994
510	8227	23972
511	8240	23949
512	8253	23924
513	8268	23903
514	8281	23878
515	8295	23857
516	8310	23837
517	8324	23816
518	8337	23791
519	8352	23773
520	8368	23757
521	8383	23736
522	8397	23714
523	8411	23692
524	8425	23672
525	8441	23654
526	8455	23633
527	8470	23614
528	8484	23593
529	8500	23576
530	8515	23557
531	8530	23537
532	8543	23514
533	8556	23489
534	8570	23468
535	8585	23450
536	8599	23428
537	8613	23407
538	8628	23387
539	8642	23366
540	8656	23345
541	8671	23326
542	8686	23308
543	8702	23291
544	8718	23274
545	8732	23255
546	8746	23233
547	8759	23209
548	8772	23186
549	8786	23164
550	8801	23146
551	8816	23127
552	8831	23108
553	8845	23087
554	8859	23066
555	8872	23043
556	8886	23022
557	8899	22999
558	8914	22978
559	8927	22956
560	8941	22935
561	8955	22913
562	8968	22892
563	8984	22874
564	8999	22857
565	9014	22838
566	9030	22822
567	9045	22803
568	9061	22788
569	9075	22769
570	9090	22749
571	9105	22731
572	9121	22716
573	9137	22701
574	9154	22687
575	9170	22672
576	9187	22657
577	9202	22640
578	9219	22627
579	9240	22622
580	9256	22607
581	9272	22590
582	9286	22572
583	9303	22557
584	9318	22540
585	9333	22521
586	9348	22503
587	9362	22483
588	9376	22462
589	9392	22446
590	9409	22431
591	9425	22418
592	9442	22403
593	9457	22387
594	9474	22372
595	9491	22359
596	9506	22341
597	9523	22327
598	9538	22310
599	9553	22291
600	9569	22274
601	9583	22255
602	9598	22237
603	9613	22218
604	9628	22201
605	9642	22180
606	9657	22162
607	9671	22143
608	9686	22124
609	9701	22106
610	9717	22090
611	9732	22072
612	9747	22055
613	9762	22037
614	9777	22019
615	9794	22004
616	9809	21987
617	9823	21966
618	9836	21944
619	9850	21925
620	9865	21908
621	9880	21889
622	9894	21868
623	9907	21847
624	9922	21829
625	9935	21808
626	9949	21786
627	9962	21765
628	9977	21746
629	9991	21726
630	10006	21709
631	10022	21693
632	10036	21674
633	10050	21653
634	10063	21631
635	10077	21613
636	10092	21595
637	10107	21578
638	10121	21558
639	10135	21536
640	10149	21517
641	10161	21494
642	10176	21476
643	10192	21460
644	10206	21441
645	10224	21431
646	10241	21417
647	10255	21397
648	10269	21376
649	10283	21357
650	10298	21340
651	10312	21321
652	10327	21302
653	10341	21284
654	10356	21267
655	10373	21252
656	10389	21237
657	10404	21219
658	10419	21203
659	10433	21182
660	10447	21163
661	10461	21143
662	10474	21122
663	10487	21101
664	10502	21084
665	10516	21064
666	10530	21044
667	10543	21024
668	10558	21005
669	10570	20983
670	10585	20964
671	10600	20947
672	10615	20930
673	10630	20914
674	10646	20898
675	10661	20880
676	10675	20861
677	10689	20841
678	10706	20828
679	10722	20813
680	10736	20794
681	10748	20772
682	10764	20756
683	10779	20738
684	10793	20720
685	10809	20704
686	10825	20690
687	10839	20671
688	10855	20654
689	10894	20683
690	10917	20682
691	10933	20665
692	10947	20647
693	10962	20630
694	10976	20610
695	10991	20592
696	11006	20575
697	11019	20554
698	11034	20537
699	11049	20520
700	11064	20503
701	11080	20488
702	11096	20472
703	11111	20455
704	11127	20439
705	11141	20420
706	11155	20402
707	11171	20386
708	11186	20369
709	11201	20351
710	11215	20332
711	11230	20315
712	11245	20298
713	11260	20281
714	11275	20264
715	11289	20246
716	11304	20227
717	11317	20208
718	11332	20189
719	11347	20173
720	11362	20156
721	11378	20140
722	11392	20122
723	11407	20104
724	11421	20085
725	11435	20067
726	11449	20048
727	11463	20030
728	11479	20014
729	11492	19994
730	11508	19978
731	11524	19963
732	11540	19948
733	11556	19932
734	11570	19914
735	11586	19898
736	11602	19882
737	11616	19864
738	11631	19847
739	11646	19830
740	11660	19811
741	11673	19791
742	11688	19774
743	11702	19755
744	11716	19737
745	11731	19720
746	11746	19703
747	11760	19684
748	11775	19667
749	11790	19651
750	11803	19631
751	11818	19614
752	11832	19595
753	11847	19577
754	11861	19559
755	11876	19543
756	11892	19527
757	11909	19513
758	11922	19493
759	11935	19473
760	11950	19456
761	11965	19439
762	11980	19422
763	11995	19406
764	12010	19390
765	12026	19374
766	12041	19357
767	12056	19339
768	12071	19323
769	12085	19305
770	12100	19288
771	12114	19270
772	12129	19252
773	12143	19235
774	12158	19219
775	12198	19240
776	12226	19245
777	12243	19230
778	12256	19211
779	12272	19194
780	12286	19176
781	12300	19159
782	12314	19140
783	12328	19121
784	12342	19103
785	12357	19086
786	12373	19070
787	12388	19054
788	12402	19036
789	12418	19020
790	12433	19003
791	12448	18986
792	12462	18968
793	12477	18952
794	12492	18934
795	12507	18917
796	12521	18900
797	12536	18883
798	12550	18865
799	12566	18850
800	12582	18833
801	12597	18818
802	12612	18801
803	12627	18783
804	12641	18766
805	12656	18748
806	12671	18731
807	12685	18714
808	12700	18697
809	12715	18681
810	12729	18663
811	12744	18645
812	12765	18638
813	12781	18622
814	12798	18608
815	12813	18591
816	12825	18571
817	12839	18552
818	12854	18535
819	12868	18518
820	12883	18502
821	12899	18485
822	12915	18470
823	12930	18454
824	12945	18438
825	12961	18421
826	12976	18404
827	12992	18390
828	13008	18374
829	13022	18357
830	13036	18339
831	13052	18323
832	13067	18306
833	13083	18291
834	13098	18274
835	13112	18256
836	13127	18240
837	13142	18223
838	13158	18207
839	13173	18191
840	13189	18176
841	13205	18161
842	13221	18145
843	13235	18128
844	13250	18111
845	13265	18095
846	13280	18078
847	13293	18059
848	13308	18041
849	13322	18025
850	13338	18008
851	13353	17993
852	13368	17975
853	13384	17960
854	13398	17942
855	13411	17924
856	13427	17908
857	13442	17892
858	13456	17873
859	13470	17856
860	13507	17868
861	13534	17868
862	13549	17851
863	13563	17833
864	13578	17816
865	13592	17799
866	13607	17782
867	13623	17766
868	13638	17751
869	13652	17732
870	13666	17714
871	13680	17697
872	13694	17679
873	13708	17660
874	13723	17644
875	13740	17630
876	13755	17613
877	13769	17596
878	13784	17579
879	13799	17563
880	13814	17546
881	13830	17531
882	13846	17516
883	13861	17498
884	13875	17481
885	13888	17463
886	13903	17445
887	13918	17429
888	13934	17413
889	13949	17397
890	13963	17380
891	13978	17363
892	13993	17347
893	14008	17330
894	14022	17313
895	14038	17297
896	14054	17282
897	14081	17280
898	14103	17272
899	14116	17253
900	14131	17236
901	14145	17219
902	14161	17203
903	14174	17184
904	14188	17167
905	14201	17148
906	14216	17132
907	14231	17115
908	14247	17099
909	14261	17082
910	14276	17066
911	14290	17048
912	14305	17032
913	14320	17015
914	14337	17000
915	14350	16982
916	14365	16965
917	14378	16947
918	14393	16930
919	14407	16913
920	14422	16896
921	14436	16878
922	14451	16863
923	14468	16848
924	14481	16829
925	14495	16812
926	14510	16795
927	14524	16777
928	14539	16761
929	14553	16744
930	14568	16728
931	14581	16709
932	14595	16691
933	14610	16675
934	14625	16659
935	14640	16642
936	14655	16626
937	14670	16609
938	14685	16593
939	14700	16577
940	14714	16559
941	14728	16541
942	14741	16524
943	14756	16507
944	14770	16489
945	14809	16499
946	14833	16493
947	14854	16483
948	14874	16473
949	14892	16460
950	14909	16445
951	14925	16430
952	14942	16416
953	14958	16400
954	14973	16384
955	14987	16367
956	15002	16350
957	15017	16333
958	15032	16317
959	15047	16300
960	15061	16284
961	15075	16266
962	15089	16249
963	15105	16233
964	15121	16218
965	15137	16202
966	15151	16185
967	15165	16168
968	15178	16149
969	15193	16133
970	15207	16116
971	15223	16100
972	15238	16084
973	15252	16067
974	15267	16050
975	15282	16033
976	15296	16016
977	15310	15999
978	15324	15981
979	15337	15963
980	15353	15948
981	15367	15930
982	15382	15914
983	15395	15896
984	15410	15879
985	15424	15862
986	15438	15845
987	15453	15828
988	15468	15812
989	15483	15796
990	15498	15779
991	15513	15764
992	15529	15747
993	15543	15730
994	15556	15712
995	15571	15696
996	15584	15678
997	15598	15660
998	15611	15643
999	15625	15625
1000	15638	15607
1001	15652	15590
1002	15667	15573
1003	15681	15556
1004	15695	15539
1005	15709	15522
1006	15724	15505
1007	15737	15487
1008	15751	15470
1009	15764	15452
1010	15777	15434
1011	15791	15417
1012	15805	15400
1013	15819	15382
1014	15834	15366
1015	15847	15348
1016	15861	15330
1017	15875	15313
1018	15889	15296
1019	15903	15279
1020	15918	15263
1021	15931	15245
1022	15944	15227
1023	15958	15210
1024	15971	15192
1025	15986	15176
1026	15999	15158
1027	16014	15142
1028	16029	15125
1029	16042	15108
1030	16055	15090
1031	16069	15072
1032	16083	15055
1033	16117	15057
1034	16145	15053
1035	16164	15041
1036	16179	15024
1037	16193	15007
1038	16208	14991
1039	16221	14973
1040	16235	14956
1041	16249	14939
1042	16262	14921
1043	16276	14904
1044	16291	14888
1045	16305	14871
1046	16321	14856
1047	16335	14838
1048	16348	14821
1049	16362	14804
1050	16376	14787
1051	16390	14769
1052	16404	14753
1053	16418	14736
1054	16432	14719
1055	16445	14700
1056	16458	14683
1057	16474	14667
1058	16488	14651
1059	16502	14634
1060	16518	14619
1061	16532	14601
1062	16545	14584
1063	16559	14567
1064	16572	14549
1065	16586	14532
1066	16601	14516
1067	16615	14499
1068	16628	14482
1069	16642	14465
1070	16656	14447
1071	16669	14430
1072	16683	14413
1073	16697	14396
1074	16711	14379
1075	16724	14362
1076	16738	14345
1077	16752	14328
1078	16765	14310
1079	16780	14294
1080	16794	14277
1081	16808	14260
1082	16822	14243
1083	16836	14227
1084	16850	14210
1085	16864	14193
1086	16878	14176
1087	16892	14159
1088	16905	14142
1089	16919	14125
1090	16933	14108
1091	16946	14090
1092	16959	14073
1093	16973	14056
1094	16988	14040
1095	17005	14026
1096	17018	14008
1097	17032	13991
1098	17047	13975
1099	17059	13957
1100	17073	13941
1101	17088	13925
1102	17102	13908
1103	17117	13892
1104	17132	13876
1105	17146	13860
1106	17160	13842
1107	17173	13825
1108	17188	13809
1109	17202	13792
1110	17216	13776
1111	17230	13759
1112	17243	13742
1113	17257	13725
1114	17271	13708
1115	17286	13692
1116	17300	13675
1117	17314	13659
1118	17327	13642
1119	17341	13625
1120	17356	13609
1121	17369	13592
1122	17384	13576
1123	17418	13575
1124	17443	13567
1125	17461	13553
1126	17476	13537
1127	17491	13521
1128	17504	13504
1129	17517	13487
1130	17531	13470
1131	17547	13454
1132	17561	13438
1133	17576	13422
1134	17590	13405
1135	17604	13388
1136	17618	13372
1137	17631	13355
1138	17645	13338
1139	17658	13321
1140	17672	13304
1141	17687	13288
1142	17701	13272
1143	17714	13255
1144	17728	13238
1145	17742	13221
1146	17756	13205
1147	17771	13188
1148	17785	13172
1149	17798	13155
1150	17812	13138
1151	17826	13122
1152	17840	13105
1153	17853	13088
1154	17868	13072
1155	17881	13055
1156	17896	13039
1157	17910	13022
1158	17924	13006
1159	17937	12988
1160	17951	12972
1161	17964	12955
1162	17978	12938
1163	17992	12922
1164	18005	12905
1165	18020	12889
1166	18035	12873
1167	18047	12856
1168	18062	12839
1169	18077	12823
1170	18091	12807
1171	18105	12791
1172	18119	12774
1173	18133	12758
1174	18147	12741
1175	18164	12727
1176	18177	12710
1177	18191	12693
1178	18204	12676
1179	18218	12660
1180	18231	12643
1181	18244	12626
1182	18257	12609
1183	18271	12592
1184	18285	12576
1185	18300	12560
1186	18315	12544
1187	18328	12527
1188	18341	12510
1189	18356	12494
1190	18371	12478
1191	18384	12462
1192	18398	12445
1193	18412	12429
1194	18427	12413
1195	18440	12396
1196	18454	12379
1197	18469	12364
1198	18482	12347
1199	18495	12330
1200	18508	12313
1201	18522	12297
1202	18535	12280
1203	18549	12263
1204	18565	12248
1205	18580	12232
1206	18597	12218
1207	18611	12202
1208	18625	12185
1209	18638	12169
1210	18653	12153
1211	18667	12137
1212	18681	12120
1213	18695	12104
1214	18709	12088
1215	18744	12085
1216	18771	12077
1217	18789	12063
1218	18803	12047
1219	18817	12030
1220	18831	12014
1221	18846	11998
1222	18860	11982
1223	18872	11965
1224	18885	11948
1225	18899	11931
1226	18912	11914
1227	18926	11898
1228	18941	11882
1229	18957	11867
1230	18970	11850
1231	18984	11834
1232	19001	11820
1233	19016	11804
1234	19032	11789
1235	19047	11773
1236	19061	11757
1237	19074	11740
1238	19088	11724
1239	19101	11707
1240	19116	11691
1241	19129	11674
1242	19144	11658
1243	19157	11642
1244	19171	11625
1245	19184	11609
1246	19199	11593
1247	19212	11576
1248	19226	11560
1249	19240	11544
1250	19253	11527
1251	19266	11510
1252	19280	11494
1253	19293	11477
1254	19307	11461
1255	19320	11444
1256	19334	11428
1257	19348	11412
1258	19362	11396
1259	19377	11380
1260	19392	11364
1261	19406	11348
1262	19421	11333
1263	19437	11318
1264	19452	11302
1265	19465	11285
1266	19478	11268
1267	19491	11252
1268	19506	11236
1269	19519	11220
1270	19532	11203
1271	19546	11187
1272	19560	11170
1273	19574	11154
1274	19588	11138
1275	19602	11122
1276	19616	11106
1277	19631	11090
1278	19646	11074
1279	19661	11059
1280	19674	11042
1281	19687	11026
1282	19700	11009
1283	19716	10994
1284	19730	10978
1285	19744	10962
1286	19759	10946
1287	19772	10930
1288	19786	10914
1289	19800	10897
1290	19814	10881
1291	19827	10865
1292	19841	10849
1293	19855	10832
1294	19870	10817
1295	19884	10801
1296	19898	10785
1297	19911	10768
1298	19925	10752
1299	19939	10736
1300	19955	10721
1301	19969	10705
1302	19984	10689
1303	19998	10673
1304	20012	10658
1305	20043	10650
1306	20060	10636
1307	20078	10622
1308	20096	10608
1309	20112	10593
1310	20132	10580
1311	20148	10565
1312	20164	10550
1313	20179	10534
1314	20193	10518
1315	20206	10502
1316	20222	10487
1317	20237	10471
1318	20253	10457
1319	20267	10440
1320	20280	10424
1321	20294	10408
1322	20308	10392
1323	20322	10376
1324	20336	10360
1325	20350	10344
1326	20363	10327
1327	20376	10311
1328	20390	10294
1329	20404	10278
1330	20418	10262
1331	20432	10246
1332	20445	10230
1333	20459	10214
1334	20473	10198
1335	20487	10182
1336	20500	10165
1337	20514	10149
1338	20528	10134
1339	20541	10117
1340	20555	10101
1341	20568	10085
1342	20582	10069
1343	20596	10052
1344	20609	10036
1345	20622	10020
1346	20635	10003
1347	20649	9987
1348	20663	9971
1349	20678	9956
1350	20692	9940
1351	20707	9924
1352	20723	9909
1353	20737	9894
1354	20752	9878
1355	20766	9862
1356	20781	9847
1357	20796	9831
1358	20810	9815
1359	20825	9800
1360	20841	9785
1361	20857	9770
1362	20873	9755
1363	20890	9740
1364	20906	9725
1365	20923	9711
1366	20937	9695
1367	20955	9681
1368	20970	9665
1369	20986	9650
1370	21000	9634
1371	21018	9620
1372	21033	9605
1373	21048	9589
1374	21064	9574
1375	21080	9559
1376	21098	9545
1377	21115	9531
1378	21130	9515
1379	21146	9500
1380	21161	9485
1381	21178	9470
1382	21194	9455
1383	21209	9440
1384	21226	9425
1385	21242	9410
1386	21258	9395
1387	21276	9381
1388	21292	9366
1389	21308	9351
1390	21324	9336
1391	21349	9325
1392	21368	9311
1393	21385	9296
1394	21403	9282
1395	21420	9268
1396	21438	9253
1397	21455	9239
1398	21472	9224
1399	21494	9211
1400	21512	9197
1401	21529	9182
1402	21546	9168
1403	21563	9153
1404	21578	9138
1405	21595	9123
1406	21611	9108
1407	21628	9093
1408	21642	9077
1409	21657	9062
1410	21672	9046
1411	21689	9032
1412	21705	9016
1413	21721	9001
1414	21735	8985
1415	21748	8969
1416	21761	8953
1417	21774	8937
1418	21788	8921
1419	21803	8905
1420	21818	8890
1421	21835	8875
1422	21849	8859
1423	21864	8843
1424	21878	8828
1425	21893	8812
1426	21910	8797
1427	21926	8783
1428	21941	8767
1429	21957	8752
1430	21973	8737
1431	21989	8721
1432	22006	8707
1433	22023	8692
1434	22039	8677
1435	22057	8663
1436	22074	8648
1437	22089	8633
1438	22107	8618
1439	22122	8603
1440	22148	8591
1441	22173	8580
1442	22191	8565
1443	22205	8549
1444	22218	8533
1445	22231	8517
1446	22246	8501
1447	22260	8486
1448	22275	8470
1449	22289	8454
1450	22305	8439
1451	22320	8423
1452	22334	8408
1453	22351	8393
1454	22366	8377
1455	22382	8362
1456	22398	8347
1457	22416	8333
1458	22432	8318
1459	22448	8302
1460	22466	8288
1461	22483	8273
1462	22500	8258
1463	22517	8244
1464	22533	8228
1465	22548	8213
1466	22563	8197
1467	22578	8182
1468	22591	8166
1469	22607	8150
1470	22621	8135
1471	22635	8119
1472	22668	8110
1473	22691	8097
1474	22706	8081
1475	22720	8066
1476	22735	8050
1477	22751	8035
1478	22765	8019
1479	22781	8004
1480	22797	7989
1481	22812	7973
1482	22828	7958
1483	22844	7943
1484	22860	7927
1485	22876	7912
1486	22892	7897
1487	22908	7882
1488	22924	7867
1489	22941	7852
1490	22957	7837
1491	22974	7822
1492	22990	7807
1493	23005	7791
1494	23020	7776
1495	23036	7760
1496	23050	7744
1497	23065	7729
1498	23081	7714
1499	23095	7698
1500	23110	7682
1501	23124	7667
1502	23138	7651
1503	23152	7635
1504	23167	7619
1505	23182	7604
1506	23196	7588
1507	23212	7573
1508	23227	7557
1509	23243	7542
1510	23259	7527
1511	23275	7512
1512	23289	7496
1513	23303	7480
1514	23319	7465
1515	23332	7449
1516	23347	7433
1517	23361	7417
1518	23377	7402
1519	23392	7387
1520	23410	7372
1521	23425	7357
1522	23442	7341
1523	23456	7326
1524	23472	7310
1525	23486	7295
1526	23502	7280
1527	23517	7264
1528	23532	7248
1529	23547	7233
1530	23562	7218
1531	23577	7202
1532	23590	7186
1533	23604	7170
1534	23619	7155
1535	23634	7139
1536	23649	7124
1537	23663	7108
1538	23678	7092
1539	23694	7077
1540	23710	7062
1541	23728	7047
1542	23745	7032
1543	23760	7017
1544	23777	7002
1545	23795	6987
1546	23810	6972
1547	23826	6956
1548	23841	6941
1549	23871	6930
1550	23887	6915
1551	23903	6900
1552	23919	6884
1553	23935	6869
1554	23950	6853
1555	23974	6841
1556	23988	6825
1557	24003	6809
1558	24018	6794
1559	24034	6778
1560	24048	6763
1561	24062	6747
1562	24079	6732
1563	24093	6716
1564	24109	6701
1565	24124	6685
1566	24139	6670
1567	24156	6655
1568	24172	6640
1569	24189	6625
1570	24205	6609
1571	24223	6595
1572	24241	6580
1573	24259	6565
1574	24276	6550
1575	24293	6535
1576	24309	6520
1577	24325	6505
1578	24343	6490
1579	24358	6475
1580	24374	6459
1581	24391	6444
1582	24409	6430
1583	24425	6414
1584	24439	6398
1585	24454	6383
1586	24470	6368
1587	24487	6353
1588	24505	6338
1589	24521	6323
1590	24536	6307
1591	24552	6292
1592	24570	6277
1593	24586	6262
1594	24602	6246
1595	24617	6231
1596	24632	6215
1597	24646	6200
1598	24662	6185
1599	24678	6169
1600	24691	6153
1601	24706	6137
1602	24720	6122
1603	24734	6106
1604	24747	6090
1605	24760	6074
1606	24775	6058
1607	24789	6043
1608	24803	6027
1609	24817	6011
1610	24831	5995
1611	24845	5980
1612	24858	5964
1613	24873	5948
1614	24887	5933
1615	24901	5917
1616	24914	5901
1617	24949	5890
1618	24967	5875
1619	24980	5859
1620	24995	5844
1621	25008	5828
1622	25023	5812
1623	25037	5796
1624	25050	5780
1625	25063	5764
1626	25077	5749
1627	25091	5733
1628	25104	5717
1629	25117	5701
1630	25131	5685
1631	25145	5669
1632	25158	5654
1633	25173	5638
1634	25187	5622
1635	25200	5607
1636	25214	5591
1637	25229	5575
1638	25244	5560
1639	25257	5544
1640	25294	5533
1641	25324	5521
1642	25344	5506
1643	25358	5491
1644	25371	5475
1645	25386	5459
1646	25400	5444
1647	25414	5428
1648	25427	5412
1649	25442	5396
1650	25456	5381
1651	25472	5365
1652	25485	5350
1653	25499	5334
1654	25513	5318
1655	25526	5302
1656	25540	5286
1657	25554	5271
1658	25568	5255
1659	25582	5239
1660	25594	5223
1661	25607	5207
1662	25620	5191
1663	25635	5176
1664	25650	5160
1665	25664	5145
1666	25679	5129
1667	25694	5114
1668	25708	5098
