iter	Logloss
119	0.3114100529
120	0.310643458
121	0.3103367795
122	0.309854876
123	0.3096286545
124	0.3083738821
125	0.3081395259
126	0.3079253618
127	0.3077144395
128	0.3072618098
129	0.3064827329
130	0.3062682647
131	0.3055337948
132	0.3040834017
133	0.3039209373
134	0.3032092973
135	0.3030352744
136	0.3028447831
137	0.3026705866
138	0.302510599
139	0.3023247086
140	0.302109566
141	0.301040721
142	0.3005080128
143	0.3002435205
144	0.2998800498
145	0.2997085604
146	0.2995451337
147	0.2986594728
148	0.2984902098
149	0.2983406606
150	0.2981548813
151	0.2977071325
152	0.2975331449
153	0.2970699479
154	0.2965104013
155	0.2959139253
156	0.2955572599
157	0.295424335
158	0.2946880682
159	0.2945723211
160	0.2941861548
161	0.2936763649
162	0.293560655
163	0.2934660712
164	0.2933427522
165	0.2928286477
166	0.2927082764
167	0.2925527768
168	0.2924483423
169	0.2923309189
170	0.292160639
171	0.2920560358
172	0.2916577697
173	0.2912736046
174	0.291137571
175	0.2910263521
176	0.2904310623
177	0.2898099502
178	0.2896948436
179	0.2890823413
180	0.2887509616
181	0.2886198243
182	0.2882062579
183	0.288015063
184	0.2876161304
185	0.2875330922
186	0.2873314312
187	0.2872455347
188	0.2871473351
189	0.2870303526
190	0.2860710117
191	0.2859489549
192	0.285725106
193	0.285629026
194	0.2855099634
195	0.2854237372
196	0.2851010424
197	0.2849918665
198	0.2848898403
199	0.2843222951
200	0.2841872936
201	0.2839107878
202	0.2838012201
203	0.2836886543
204	0.2834715305
205	0.2832466936
206	0.2826722091
207	0.2823143191
208	0.2822337648
209	0.2821247223
210	0.2819760423
211	0.2815343506
212	0.2809605411
213	0.2807450215
214	0.280414264
215	0.2802921216
216	0.2801972067
217	0.2800724207
218	0.2799553225
219	0.2794452903
220	0.279362658
221	0.2792183341
222	0.2791134236
223	0.2789971621
224	0.2788914339
225	0.2788124819
226	0.2787320059
227	0.2783481625
228	0.2780568519
229	0.2778220798
230	0.2777317311
231	0.2776291614
232	0.2774173361
233	0.2772970799
234	0.2772133536
235	0.277069218
236	0.2769414735
237	0.2767089739
238	0.2766253919
239	0.2765474378
240	0.2764373964
241	0.2763139062
242	0.2758930439
243	0.2757535828
244	0.2755217931
245	0.2754238255
246	0.2753124475
247	0.27522861
248	0.2751543905
249	0.2747228276
250	0.274634107
251	0.2744026472
252	0.2743168918
253	0.2738401754
254	0.2731088998
255	0.2726044945
256	0.2725179899
257	0.2723099076
258	0.272251915
259	0.2720313606
260	0.2719286619
261	0.2718575642
262	0.2716689736
263	0.2716018208
264	0.2711319352
265	0.2709856524
266	0.2707708444
267	0.2706966581
268	0.2703302511
269	0.2702457018
270	0.2701046112
271	0.2700070409
272	0.269902391
273	0.2698183895
274	0.2697116918
275	0.2696337355
276	0.2695673914
277	0.2692906175
278	0.2691966466
279	0.2688853377
280	0.2687945067
281	0.2687235606
282	0.2684851614
283	0.2682141922
284	0.2680239379
285	0.267956533
286	0.2677993313
287	0.2676403545
288	0.2675578242
289	0.2674861472
290	0.2674181499
291	0.2673055801
292	0.2672512717
293	0.2670624267
294	0.2670044859
295	0.2669226145
296	0.2668007347
297	0.2667166807
298	0.266640102
299	0.2665266515
300	0.2664406634
301	0.266365623
302	0.2661943632
303	0.2661064094
304	0.2658811834
305	0.2657888762
306	0.265709139
307	0.2656149782
308	0.2653472158
309	0.2652917378
310	0.264975502
311	0.2648978156
312	0.2648238125
313	0.2647616084
314	0.2647029672
315	0.2646022603
316	0.2645232538
317	0.2644394965
318	0.2643647176
319	0.2641999804
320	0.2641409084
321	0.2640560163
322	0.2639756149
323	0.2639159635
324	0.2638400994
325	0.2637492805
326	0.2635928569
327	0.2634843753
328	0.2634092772
329	0.2633287893
330	0.2632601373
331	0.2631866778
332	0.2631285598
333	0.2630484081
334	0.2629987568
335	0.2629327547
336	0.2628655821
337	0.2627252958
338	0.2626738249
339	0.2625997175
340	0.2625368122
341	0.2624641689
342	0.2623981955
343	0.2623336027
344	0.2621203475
345	0.2618055993
346	0.2617231413
347	0.2616061636
348	0.2613092122
349	0.26107132
350	0.2610062056
351	0.2609352981
352	0.2608805934
353	0.2608159206
354	0.2607475846
355	0.2606861441
356	0.2606495128
357	0.2605115908
358	0.2604445208
359	0.2603814664
360	0.2603169623
361	0.2601305351
362	0.2600486905
363	0.2599844336
364	0.2599189484
365	0.2598574911
366	0.2597822227
367	0.2597412983
368	0.2596630645
369	0.2594367677
370	0.2593807698
371	0.2592414235
372	0.2591953009
373	0.2589766908
374	0.258883794
375	0.2588120808
376	0.2587037083
377	0.2586167797
378	0.2584804393
379	0.2583980305
380	0.258346616
381	0.2582584186
382	0.2581965556
383	0.2581259507
384	0.2580708351
385	0.2579862208
386	0.2579380305
387	0.2578658962
388	0.2578068767
389	0.2577540624
390	0.2576791998
391	0.2576065902
392	0.2575675236
393	0.2575040281
394	0.2574629066
395	0.2574133299
396	0.2573580052
397	0.2572983813
398	0.2570754452
399	0.257001942
400	0.2569507296
401	0.2569045146
402	0.2568491681
403	0.2567967973
404	0.2566045325
405	0.2565274458
406	0.2564605838
407	0.2564167733
408	0.2563454475
409	0.2562848053
410	0.2562099385
411	0.2561517683
412	0.2560910598
413	0.256041326
414	0.2559594785
415	0.2559019282
416	0.2558509259
417	0.2557709486
418	0.2555996612
419	0.255555583
420	0.2555088464
421	0.2554238729
422	0.2553754741
423	0.2553150315
424	0.2552671334
425	0.2552267911
426	0.2551813517
427	0.2551200905
428	0.2550325768
429	0.2549883409
430	0.2549417188
431	0.254881418
432	0.2548197111
433	0.254773769
434	0.2547274854
435	0.254689263
436	0.2546204077
437	0.2545358059
438	0.254482008
439	0.2543948863
440	0.2543467359
441	0.2543033769
442	0.2542593108
443	0.2542195713
444	0.254008979
445	0.2539607415
446	0.2538979955
447	0.2538375712
448	0.25365576
449	0.2535704635
450	0.2535229372
451	0.2534351351
452	0.2531679913
453	0.2529084346
454	0.2527937803
455	0.2527272636
456	0.2526756371
457	0.2526203561
458	0.2525822556
459	0.2525364163
460	0.2524688791
461	0.2524098383
462	0.2522640623
463	0.2522151862
464	0.2521804782
465	0.2521342153
466	0.2520288454
467	0.2519815954
468	0.2519279994
469	0.2518829433
470	0.2518329974
471	0.2517923314
472	0.2517288632
473	0.2516770982
474	0.2515948283
475	0.2515519568
476	0.2515188924
477	0.2514728198
478	0.2514002507
479	0.2513563623
480	0.251308907
481	0.2512592405
482	0.2512024262
483	0.2511508828
484	0.2510787806
485	0.2506689679
486	0.2503920362
487	0.2503558146
488	0.2503311478
489	0.2501032051
490	0.2500411538
491	0.2500020029
492	0.2499576902
493	0.2499151624
494	0.2498713834
495	0.2497307753
496	0.2496576563
497	0.24961702
498	0.2495735048
499	0.249514893
500	0.2494440381
501	0.2494030365
502	0.2493693419
503	0.2493407209
504	0.2491869266
505	0.2489742428
506	0.2489347916
507	0.2487322393
508	0.2486712936
509	0.2485985789
510	0.2485510045
511	0.248519569
512	0.2484866133
513	0.24843923
514	0.2484037264
515	0.2483492354
516	0.2483026171
517	0.248223268
518	0.2481719694
519	0.2481370665
520	0.248085357
521	0.2480437388
522	0.2480079139
523	0.2479314759
524	0.247891006
525	0.2478262658
526	0.2477727387
527	0.2477185192
528	0.2476603683
529	0.2476173741
530	0.2475643067
531	0.2475124315
532	0.2474753538
533	0.2474321989
534	0.2473940295
535	0.2473544279
536	0.2473049285
537	0.2472652882
538	0.2472192122
539	0.2471735712
540	0.2470375623
541	0.2469869224
542	0.2469219528
543	0.2468892856
544	0.2468548413
545	0.2468071293
546	0.2467684903
547	0.2467378171
548	0.2466844539
549	0.2466409611
550	0.2465923121
551	0.2465458254
552	0.246508213
553	0.2464664531
554	0.2464345036
555	0.24639184
556	0.2463320236
557	0.2462547139
558	0.2462148138
559	0.2461645624
560	0.2461247308
561	0.2460715551
562	0.2460445832
563	0.2459996567
564	0.2459466673
565	0.2459192885
566	0.2458741978
567	0.2458170982
568	0.245733374
569	0.2455859353
570	0.2455310807
571	0.2454971813
572	0.2454691672
573	0.2453024261
574	0.2452640894
575	0.2452232234
576	0.2451728475
577	0.2451476239
578	0.2450921538
579	0.2450487921
580	0.2450163062
581	0.2449800085
582	0.2449411089
583	0.2448981995
584	0.244852535
585	0.244812336
586	0.244782763
587	0.2447453205
588	0.2446462647
589	0.244596499
590	0.2445239017
591	0.2444796606
592	0.2444367639
593	0.2443918998
594	0.2443523599
595	0.2443121788
596	0.2442839687
597	0.2439706194
598	0.2439188772
599	0.243816277
600	0.2437221922
601	0.243693653
602	0.2436483813
603	0.2436095432
604	0.2435585543
605	0.2435101869
606	0.243473423
607	0.2434355823
608	0.2434016073
609	0.24336306
610	0.2432437248
611	0.2432031523
612	0.2431355436
613	0.2431066804
614	0.2430667123
615	0.2430289745
616	0.2429844986
617	0.2429595211
618	0.2429215342
619	0.2428583548
620	0.2428258346
621	0.2427849181
622	0.2427460861
623	0.2427108915
624	0.2426273708
625	0.2425894579
626	0.2425482095
627	0.2425200062
628	0.2424654947
629	0.2424253241
630	0.2423848645
631	0.2423516036
632	0.2423195578
633	0.242251533
634	0.242225239
635	0.242181805
636	0.2421321483
637	0.2420907218
638	0.2420602832
639	0.2420323223
640	0.2420054981
641	0.2419801687
642	0.2418729097
643	0.2417987471
644	0.2417689254
645	0.2417192155
646	0.2416712767
647	0.2415847995
648	0.2415537437
649	0.2415163411
650	0.2414818938
651	0.2414481415
652	0.2414054599
653	0.2413689231
654	0.241334725
655	0.2413016262
656	0.2412646263
657	0.2412276092
658	0.2411888431
659	0.2411673859
660	0.2411392252
661	0.2410885645
662	0.241054328
663	0.2410203917
664	0.2409786283
665	0.2409553281
666	0.2409149541
667	0.2408793299
668	0.2408118842
669	0.2407764945
670	0.2407538788
671	0.2407146584
672	0.240686093
673	0.2406125186
674	0.2404782483
675	0.2404451334
676	0.2404168451
677	0.2403786777
678	0.2403456885
679	0.240305362
680	0.2402757849
681	0.2402371498
682	0.2401927632
683	0.2401697598
684	0.2401313512
685	0.2401065941
686	0.2400610305
687	0.240026111
688	0.2399820996
689	0.2398831668
690	0.2398455163
691	0.2397627943
692	0.2397259229
693	0.2397000326
694	0.2396720712
695	0.2395944519
696	0.2395604672
697	0.2395235533
698	0.2394947575
699	0.2394603707
700	0.239421027
701	0.2393850347
702	0.2393393064
703	0.2392089915
704	0.2391760104
705	0.2391552334
706	0.2391183694
707	0.2390713058
708	0.2390243163
709	0.2389857669
710	0.2389610051
711	0.2389183251
712	0.2388868547
713	0.2388536788
714	0.2388200186
715	0.2387895417
716	0.2387619503
717	0.2387277265
718	0.2386938401
719	0.2386589097
720	0.2386312473
721	0.2385842338
722	0.2385629165
723	0.2385307459
724	0.238507622
725	0.2384703231
726	0.2384339697
727	0.238402938
728	0.2383596422
729	0.2383308538
730	0.2383034201
731	0.2382462294
732	0.2381974394
733	0.2381559985
734	0.238130016
735	0.2380819677
736	0.2380190508
737	0.2379980103
738	0.2379638256
739	0.2379237765
740	0.237898361
741	0.2378727001
742	0.2378295239
743	0.2377970069
744	0.237769309
745	0.2377387601
746	0.2377045193
747	0.2376744036
748	0.2375820176
749	0.2375460061
750	0.2375268123
751	0.2375006398
752	0.2374772874
753	0.2374184983
754	0.2373887435
755	0.2373517419
756	0.2373103154
757	0.2372692856
758	0.2372450786
759	0.2372176945
760	0.2371636153
761	0.2371323795
762	0.2370284358
763	0.2370067432
764	0.2369521265
765	0.2369117053
766	0.2368819875
767	0.2368530474
768	0.23680615
769	0.2367750329
770	0.2367543036
771	0.2367200691
772	0.2366429135
773	0.2365774543
774	0.2365453042
775	0.2365195457
776	0.2364868498
777	0.2364337502
778	0.2363900894
779	0.2363669573
780	0.2363407565
781	0.2363159045
782	0.2362815451
783	0.2362514211
784	0.236225613
785	0.236200204
786	0.2361736808
787	0.2361400819
788	0.2360972018
789	0.2360705908
790	0.2360301357
791	0.2360039911
792	0.2359774658
793	0.2358611351
794	0.2358295587
795	0.2358009651
796	0.235740529
797	0.2357155126
798	0.2356789057
799	0.2356473029
800	0.2356170872
801	0.2355857751
802	0.2355551751
803	0.2355378116
804	0.235500342
805	0.2354803733
806	0.2354565087
807	0.2354181122
808	0.2353915465
809	0.2353612892
810	0.2353398227
811	0.2352829303
812	0.2352524011
813	0.2352101779
814	0.2351912337
815	0.2351369519
816	0.2350996446
817	0.2350760571
818	0.2350537154
819	0.235007081
820	0.2349658936
821	0.234931596
822	0.2349097222
823	0.2348833064
824	0.2348674639
825	0.2348308988
826	0.2348081618
827	0.234770127
828	0.2347450684
829	0.234713438
830	0.2346833087
831	0.2345757636
832	0.2345363966
833	0.2345028413
834	0.234464945
835	0.2344314638
836	0.2344046943
837	0.2343644227
838	0.2343245058
839	0.2342540057
840	0.2342319208
841	0.2342053056
842	0.2341854106
843	0.2341560384
844	0.2341391978
845	0.234007037
846	0.2339800596
847	0.2339589232
848	0.2339276667
849	0.2339036866
850	0.2338687871
851	0.2338469221
852	0.2338163534
853	0.233789819
854	0.2337684276
855	0.2337462638
856	0.2337212561
857	0.2336910243
858	0.2336628189
859	0.2336257562
860	0.2335961056
861	0.2335663012
862	0.2335300473
863	0.2335056019
864	0.2334560933
865	0.2334237476
866	0.2333951762
867	0.2333662436
868	0.2333303576
869	0.2332953894
870	0.2332746772
871	0.2332592091
872	0.2332201106
873	0.2331870952
874	0.2331366067
875	0.2331007939
876	0.23307642
877	0.2330555993
878	0.2330202495
879	0.2329902308
880	0.2329642992
881	0.2329270602
882	0.2328878562
883	0.2328603706
884	0.2328177481
885	0.2327986238
886	0.2327735323
887	0.232709157
888	0.2326898148
889	0.2326603689
890	0.2326352507
891	0.2326045935
892	0.2325349439
893	0.2325074945
894	0.2324873862
895	0.2324618373
896	0.2323782444
897	0.2322421464
898	0.2322108699
899	0.2321884378
900	0.2321543429
901	0.232075987
902	0.2319933676
903	0.2319605139
904	0.2319338731
905	0.2319157638
906	0.2318880316
907	0.2318578655
908	0.2318231685
909	0.2318015008
910	0.2317791844
911	0.2317433074
912	0.2317180562
913	0.2316886599
914	0.2316440119
915	0.2316228057
916	0.2316011657
917	0.2315708614
918	0.2315495187
919	0.2315201513
920	0.2314842944
921	0.2314670501
922	0.2314355019
923	0.2313989829
924	0.2313740174
925	0.2313454919
926	0.2313051104
927	0.2312879159
928	0.2312715075
929	0.231238105
930	0.2312112936
931	0.231179157
932	0.2311450108
933	0.2310858502
934	0.2310673385
935	0.2310440992
936	0.2310208734
937	0.230993116
938	0.2309580218
939	0.2309346682
940	0.2309097442
941	0.2308711895
942	0.2308467796
943	0.2308197852
944	0.2307539903
945	0.2307286839
946	0.2306553841
947	0.2306279215
948	0.2305708116
949	0.2305503243
950	0.2305328887
951	0.2305111854
952	0.2304726163
953	0.2304514156
954	0.2304219266
955	0.2304056607
956	0.2303819937
957	0.2303521342
958	0.2303267613
959	0.2302958276
960	0.2302651036
961	0.2302500383
962	0.2302225909
963	0.2301936373
964	0.2301714745
965	0.2301436925
966	0.2300715905
967	0.2300061001
968	0.22998538
969	0.2299524965
970	0.2299271321
971	0.2299038285
972	0.2298495257
973	0.2298317695
974	0.2298053852
975	0.2297819597
976	0.2297502212
977	0.2297278525
978	0.2297021186
979	0.2296754641
980	0.2296426573
981	0.2296161858
982	0.2295954799
983	0.229569149
984	0.2295362403
985	0.2295133822
986	0.2294833515
987	0.2294613709
988	0.2294309142
989	0.2293892573
990	0.2293572682
991	0.2293284229
992	0.22929798
993	0.2292612234
994	0.2292275098
995	0.2291973575
996	0.2291789749
997	0.2291583303
998	0.229123714
999	0.2290973718
1000	0.2290631528
1001	0.2290300832
1002	0.229003862
1003	0.2289028948
1004	0.2288776455
1005	0.2288549071
1006	0.2288329383
1007	0.2288108135
1008	0.2287493108
1009	0.2287335976
1010	0.2287157015
1011	0.2286831911
1012	0.2286602784
1013	0.2286305908
1014	0.2285861934
1015	0.2285621499
1016	0.22854064
1017	0.2285179631
1018	0.2284953066
1019	0.2284616543
1020	0.2284426716
1021	0.2284240203
1022	0.2283559923
1023	0.2283355318
1024	0.2283039764
1025	0.2282486121
1026	0.2282245126
1027	0.2282103532
1028	0.2281914489
1029	0.2281544528
1030	0.2281324776
1031	0.2280914855
1032	0.228074592
1033	0.2280546037
1034	0.2280313539
1035	0.228007283
1036	0.2279856064
1037	0.2279659341
1038	0.2279466975
1039	0.2279173155
1040	0.2278859163
1041	0.2278500678
1042	0.2278145461
1043	0.2277973559
1044	0.227763364
1045	0.2277312691
1046	0.2277116901
1047	0.2276906126
1048	0.2276721364
1049	0.2276466678
1050	0.2276247814
1051	0.2276020042
1052	0.2275707133
1053	0.2275477756
1054	0.2275273534
1055	0.2274982166
1056	0.227472079
1057	0.2274379249
1058	0.2274164857
1059	0.2273958338
1060	0.2273689486
1061	0.2273496381
1062	0.227329316
1063	0.2273049993
1064	0.2272822104
1065	0.2272562763
1066	0.2272145888
1067	0.2271922468
1068	0.2271741421
1069	0.2271507272
1070	0.2271265754
1071	0.2271048407
1072	0.2270865098
1073	0.2270603066
1074	0.2270434472
1075	0.227024978
1076	0.2269728582
1077	0.2269531095
1078	0.226927914
1079	0.2268987994
1080	0.2268714527
1081	0.2268476289
1082	0.2268167665
1083	0.2267804539
1084	0.2267544421
1085	0.2267323944
1086	0.226704992
1087	0.2266806423
1088	0.2266508443
1089	0.2266228609
1090	0.2265995231
1091	0.2265838865
1092	0.226561887
1093	0.2265377067
1094	0.2265134148
1095	0.2264976777
1096	0.2264721581
1097	0.226458814
1098	0.2264157243
1099	0.2263930779
1100	0.2263641573
1101	0.2263405291
1102	0.2263224717
1103	0.2262866252
1104	0.2262574024
1105	0.2262329007
1106	0.2262179874
1107	0.226195029
1108	0.2261695641
1109	0.2261500968
1110	0.2261236836
1111	0.2260925101
1112	0.2260681496
1113	0.226041131
1114	0.2259871551
1115	0.2259672974
1116	0.2259439999
1117	0.2259203147
1118	0.2258943051
1119	0.2258689611
1120	0.2258407893
1121	0.2258166975
1122	0.2257808301
1123	0.2257547217
1124	0.2257369629
1125	0.225702167
1126	0.2256748011
1127	0.2256541057
1128	0.2256251494
1129	0.2256000072
1130	0.2255731569
1131	0.2255163849
1132	0.2254842914
1133	0.2254631483
1134	0.2254405385
1135	0.2254220938
1136	0.2254054495
1137	0.2253838947
1138	0.2253623032
1139	0.2253369235
1140	0.2253149076
1141	0.2252983803
1142	0.2252074552
1143	0.2251761419
1144	0.2251544418
1145	0.2251294086
1146	0.2251036053
1147	0.2250756049
1148	0.2250530876
1149	0.2250386571
1150	0.2250198176
1151	0.2249954461
1152	0.2249748402
1153	0.2249583599
1154	0.2249381093
1155	0.2249132675
1156	0.2248857859
1157	0.2248574597
1158	0.224820477
1159	0.2247990694
1160	0.2247765434
1161	0.2247506453
1162	0.2247245864
1163	0.2246979849
1164	0.2246635973
1165	0.2246346179
1166	0.2246124741
1167	0.2245955925
1168	0.224550048
1169	0.2245319522
1170	0.224508512
1171	0.2244402924
1172	0.2243907868
1173	0.2243674187
1174	0.2243401092
1175	0.2243164089
1176	0.2243012537
1177	0.2242879592
1178	0.2242684968
1179	0.2242460409
1180	0.2242237071
1181	0.2242059265
1182	0.224172353
1183	0.2241420596
1184	0.2241089119
1185	0.2240805408
1186	0.2240563032
1187	0.2240322888
1188	0.2240127496
1189	0.2239890701
1190	0.2239676688
1191	0.223946694
1192	0.223927073
1193	0.2238987423
1194	0.223875681
1195	0.223858146
1196	0.22383492
1197	0.2238190782
1198	0.223801807
1199	0.2237318128
1200	0.2237107513
1201	0.2236593001
1202	0.2236421437
1203	0.2236214504
1204	0.2236026683
1205	0.2235836538
1206	0.2235446777
1207	0.2235166694
1208	0.223495412
1209	0.2234780108
1210	0.223451722
1211	0.2234249461
1212	0.2233866984
1213	0.2233623192
1214	0.2233396056
1215	0.2233198923
1216	0.2232873313
1217	0.2232677449
1218	0.2232529936
1219	0.2232321423
1220	0.2232130398
1221	0.2231934644
1222	0.2231335565
1223	0.2231195033
1224	0.2231013243
1225	0.2230821724
1226	0.2230613996
1227	0.223040665
1228	0.2230207397
1229	0.2229969514
1230	0.2229781467
1231	0.2229582609
1232	0.2229330227
1233	0.2229054699
1234	0.2228425948
1235	0.2228234789
1236	0.2228033974
1237	0.2227795019
1238	0.2227618863
1239	0.2227322375
1240	0.2227060703
1241	0.2226556299
1242	0.2226360116
1243	0.222621539
1244	0.2226037508
1245	0.2225774108
1246	0.2225546224
1247	0.2225376899
1248	0.2224786134
1249	0.2224627682
1250	0.2224471925
1251	0.2224302977
1252	0.2224068081
1253	0.2223768737
1254	0.2223619319
1255	0.2223486415
1256	0.2223192462
1257	0.2222909663
1258	0.2222642044
1259	0.2222415175
1260	0.2222182916
1261	0.2221359039
1262	0.2221193523
1263	0.2220982244
1264	0.2220761006
1265	0.2220621767
1266	0.2220423178
1267	0.2220258562
1268	0.222008596
1269	0.2219805619
1270	0.2219641908
1271	0.2219448055
1272	0.2219225001
1273	0.2219001079
1274	0.2218759673
1275	0.2218567333
1276	0.2218335963
1277	0.2217959045
1278	0.2217790528
1279	0.2217613915
1280	0.2217382009
1281	0.2217121932
1282	0.2216961455
1283	0.2216744074
1284	0.2216576203
1285	0.2216442493
1286	0.221611354
1287	0.2215937553
1288	0.2215760456
1289	0.2215244962
1290	0.2215027672
1291	0.2214852996
1292	0.2214518005
1293	0.2214295015
1294	0.2214044692
1295	0.2213721136
1296	0.2213559003
1297	0.2213262701
1298	0.2213065636
1299	0.2212852316
1300	0.2212597773
1301	0.2212406797
1302	0.2212191344
1303	0.2211955153
1304	0.2211323794
1305	0.2211116549
1306	0.2210849187
1307	0.2210660074
1308	0.2210509727
1309	0.2210357828
1310	0.2209862064
1311	0.2209406276
1312	0.2209181069
1313	0.2208958811
1314	0.2208790237
1315	0.2208597831
1316	0.2208391082
1317	0.2208172604
1318	0.2207952008
1319	0.2207800785
1320	0.2207551364
1321	0.2207353959
1322	0.2207153984
1323	0.2207002854
1324	0.2206813664
1325	0.2206658872
1326	0.2206399319
1327	0.2206261773
1328	0.2206066171
1329	0.2205822213
1330	0.2205633026
1331	0.220545236
1332	0.2205287714
1333	0.2205108747
1334	0.2204917145
1335	0.2204642023
1336	0.2204526873
1337	0.2204360914
1338	0.2203845173
1339	0.2203680516
1340	0.2203489624
1341	0.2203309741
1342	0.2202492265
1343	0.2202283121
1344	0.2201996767
1345	0.2201782972
1346	0.2201566887
1347	0.2201318834
1348	0.2201099808
1349	0.2200870763
1350	0.220066809
1351	0.220036232
1352	0.2200137975
1353	0.2199907585
1354	0.219967282
1355	0.2199378619
1356	0.2199112809
1357	0.2198824258
1358	0.219864826
1359	0.2198435574
1360	0.219821485
1361	0.2197982516
1362	0.2197753408
1363	0.2197624297
1364	0.2197351887
1365	0.2196893043
1366	0.2196732128
1367	0.2196269075
1368	0.2196060652
1369	0.2195781005
1370	0.2195572715
1371	0.2195287115
1372	0.219504215
1373	0.2194824445
1374	0.2194674577
1375	0.2194288383
1376	0.2194006444
1377	0.2193743736
1378	0.2193568391
1379	0.2193442622
1380	0.219322166
1381	0.2192886485
1382	0.2192447519
1383	0.2192207982
1384	0.21920566
1385	0.2191805397
1386	0.2191608842
1387	0.2191412127
1388	0.2191127764
1389	0.2190845727
1390	0.2190624209
1391	0.2190419714
1392	0.2190173054
1393	0.2189842581
1394	0.2189565971
1395	0.2189442032
1396	0.2189162789
1397	0.2188928002
1398	0.2188722803
1399	0.2188248455
1400	0.2187990305
1401	0.2187824857
1402	0.2187470042
1403	0.2187269746
1404	0.2187154071
1405	0.2186794968
1406	0.218654736
1407	0.2186340093
1408	0.2185866805
1409	0.2185685945
1410	0.2185420947
1411	0.2185215055
1412	0.2185036107
1413	0.2184797497
1414	0.2184617399
1415	0.2184415571
1416	0.2184175651
1417	0.2183972969
1418	0.2183781306
1419	0.2183601129
1420	0.218339342
1421	0.2183140027
1422	0.2183008568
1423	0.2182812291
1424	0.2182635022
1425	0.2182310302
1426	0.2181992581
1427	0.2181760664
1428	0.2181553686
1429	0.2181355178
1430	0.2181171899
1431	0.2181077486
1432	0.2180872557
1433	0.218068976
1434	0.2180583994
1435	0.2180342168
1436	0.2180115259
1437	0.2179952848
1438	0.2179714751
1439	0.2179532327
1440	0.2179242681
1441	0.2179021031
1442	0.2178821874
1443	0.2178583759
1444	0.2178384599
1445	0.2178088665
1446	0.2177852418
1447	0.2177595312
1448	0.2177356945
1449	0.2177168421
1450	0.2177017457
1451	0.2176803424
1452	0.2176641455
1453	0.217588533
1454	0.2175498721
1455	0.2175299155
1456	0.2175043004
1457	0.2174856799
1458	0.2174637667
1459	0.2174497936
1460	0.2174209408
1461	0.2173958306
1462	0.2173829818
1463	0.2173640334
1464	0.2173367641
1465	0.2173178533
1466	0.217298727
1467	0.2172767367
1468	0.217259578
1469	0.2172423554
1470	0.2172176536
1471	0.2172061573
1472	0.2171880745
1473	0.2171672253
1474	0.2171523177
1475	0.217131163
1476	0.2171134299
1477	0.2170883522
1478	0.2170686486
1479	0.2170461522
1480	0.2170262682
1481	0.2170114714
1482	0.2169908067
1483	0.2169759636
1484	0.2169571915
1485	0.2169295245
1486	0.2169138846
1487	0.2169010811
1488	0.2168786392
1489	0.2168527366
1490	0.2168272053
1491	0.2168017288
1492	0.2167850765
1493	0.2167688048
1494	0.2167464417
1495	0.2167210362
1496	0.2167062004
1497	0.2166663065
1498	0.2166365873
1499	0.2166172255
1500	0.216597153
1501	0.2165679266
1502	0.2165370863
1503	0.2165236613
1504	0.2164999906
1505	0.2164819507
1506	0.2164643231
1507	0.2164481245
1508	0.2164271517
1509	0.2164050603
1510	0.2163762935
1511	0.2163538071
1512	0.216344778
